长沙火车站(南坪),五一东村,合峰电脑城,文艺路口东,文艺路口西,浏城桥,定王台,凤凰台,天心阁,长沙简牍博物馆,长郡中学(长沙阳光医院),西湖桥(北京银行),坡子街(海信广场购物中心),长沙轮渡,先锋厅(中山亭),中山亭,巡道街,三公里(市一医院),长沙市一中,烈士公园南门,省军区,袁家岭,省公安厅,晓园路,车站路口,长沙火车站(南坪)
黎郡社区,长托,圭塘,龙骧巴士公司,雨花区政府北,窑坡,师家老屋,藕塘坡,一字墙,北冲水库,洞井路口,油子塘,樟树屋,香樟路,潇湘晨报,长沙市中心医院,铁道学院,桔园立交桥北,雨花亭北(安贞医院),砂子塘,东塘南(省中医附一院),雅礼中学(新东方学校),侯家塘西,仰天湖(长沙市三医院),白沙路口,南门口,长沙简牍博物馆,天心阁,凤凰台,定王台,柑子园,八角亭(温斯顿英语),五一广场北(会计学堂),中山亭,巡道街,营盘街,兴汉门,湘雅医院,文昌阁地铁站,幸福桥,开福寺地铁站,华夏
黎郡社区,长托,圭塘,龙骧巴士公司,雨花区政府北,窑坡,师家老屋,藕塘坡,一字墙,北冲水库,洞井路口,油子塘,樟树屋,香樟路,长沙市中心医院,铁道学院,桔园立交桥北,雨花亭北(安贞医院),砂子塘,东塘南(省中医附一院),雅礼中学(新东方学校),侯家塘(劳动路),侯家塘西,仰天湖(长沙市三医院),白沙路口,沙河街,南门口,长沙简牍博物馆,天心阁,定王台,柑子园,五一广场北(会计学堂),培元桥,巡道街,兴汉门,湘雅医院,文昌阁地铁站(临时站),幸福桥,开福寺地铁站,开福寺东,华夏
长沙火车站(北坪),蓉园路口,省公安厅,袁家岭,省军区,清水塘,小吴门,中山路,先锋厅,长沙轮渡,橘子洲大桥东,坡子街(海信广场购物中心),西湖桥(北京银行),碧湘街,书院路,第一师范,大椿桥,杏花园,碧沙湖
长沙火车站(北坪),晓园路,省公安厅,袁家岭,省军区,清水塘,小吴门,中山路,先锋厅(中山亭),长沙轮渡,坡子街(海信广场购物中心),西湖桥(北京银行),碧湘街,书院路,第一师范,大椿桥,杏花园,碧沙湖
赤岗冲,东塘东,雅礼中学(新东方学校),省儿童医院,红旗药号,广济桥(梓园路),梓园路口,地质中学,识字岭(千思装饰),凤凰台,定王台,柑子园,贾谊故居,解放西路口,长沙轮渡,潮宗街,通泰街,三角塘(湘江中路),湘雅路西口,竹山园,开福寺西,新河,新河北,二馆一厅,凤亭路口(居然之家金源店),江湾路口,北雅中学,沿河路公交首末站
赤岗冲,东塘东,雅礼中学(新东方学校),侯家塘北(长沙东华医院),小林子冲(艺筑装饰),义茶亭,长沙市第十一中学,广济桥,梓园路口,地质中学,识字岭(千思装饰),定王台,柑子园(副站),贾谊故居,解放西路口,橘子洲大桥东,长沙轮渡,潮宗街,通泰街,湘雅路西口,竹山园,开福寺西,新河,新河北,二馆一厅,凤亭路口(居然之家金源店),江湾路口,北雅中学,沿河路公交首末站
天心一中,古堆山,长坡(南湖医院),天剑路口,侯家塘南,侯家塘,侯家塘北(长沙东华医院),红旗药号(林子冲路),广济桥(梓园路),梓园路口,窑岭东,曙光路,人民路立交桥西,人民路立交桥北,长沙火车站,五里牌北,竹园路口,蓉园小区,王府花园(新华联),兑泽街,跃进湖,丝茅冲北,三一大道口,天都,德汇路口
天心一中,古堆山,长坡(南湖医院),天剑路口,侯家塘南,侯家塘,省儿童医院,红旗药号,广济桥(梓园路),梓园路口,窑岭东,曙光路,人民路立交桥西,人民路立交桥北,长沙火车站,五里牌北,竹园路口,蓉园小区,王府花园(新华联),兑泽街,跃进湖,丝茅冲北,三一大道口,天都,学堂园路口,双拥路,百花园路,德汇路口
汽车南站过渡站,和平小区,时代阳光大道万芙路口,时代阳光大道高升路口,洞井铺,省植物园,高升村南,高升村北,红星村南,中建五局,井湾子南(长沙九龙医院),井湾子北,井坡子,林科大,潇湘晨报,长沙市中心医院,铁道学院,桔园立交桥北,雨花亭北(安贞医院),砂子塘,东塘南(省中医附一院),东塘北,曹家坡(恒丰银行),长岭(长沙市妇幼保健院),地质中学,识字岭(千思装饰),浏城桥(省建行),芙蓉广场,八一桥,三公里(市一医院),英才园,岳华路咸嘉湖路口,湘雅三医院,桐梓坡,六沟垅地铁站,银盆岭,安居乐家居广场,观沙岭,石岭塘,郝家坪小学,观沙岭路含光路口,含光路观沙岭路口
